date,rating,content,cleaned_review,day_of_week,tf_idf_mean_score,lexicon_score,lexicon_sentiment,matched_word_count
2026-06-30,4.0,"사람들에게 짧게 각인된 역사와
현대의 픽션 한 숟갈을
적절한 연출과 배우의 연기차력으로
버무려 맛있게 내어놓은 한상",사람 짧 각인 역사 현대 픽션 숟갈 적절 연출 배우 연기 차 버무리 맛있 내어놓 상,Tuesday,0.221866970659984,0.0,중립,0
2026-06-29,3.0,"단종이라는 비극적 인물을 정면으로 다루며, 인간적인 감정과 울림을 차분히 끌어낸 작품🎬
이미 알려진 비극을 다시 한번 깊이 있게 마주하게 만드는 이야기의 힘이 인상적이었다.",단종 비극 인물 정면 다루 인간 감정 울림 차분히 끌어내 작품 이미 알리 지 비극 다시 번 깊이 있 마주하 만들 이야기 힘 인상,Monday,0.1,-4.0,부정,2
2026-06-26,5.0,매우 재미있게 봤고 2번봐도 또 보고 싶은 작품. 박지훈&유해진 연기 넘 잘함👍 두번다 오열해써여..ㅋ 괜히 1600만 영화가 아님♡,매우 재미있 보 번 보 또 보 싶 작품 박지훈 유해진 연기 넘 잘 하 두 번 다 오열 쓰 괜히 만 영화 아니,Friday,0.1972726975410905,1.0,긍정,1
2026-06-26,1.0,"이게 정말 재밌다고?
나만 몰카 당하는건가?

영화에서 인물이 인물로 안보이고,
우리가 익히 아는 그 배우들로 보이면
이건 큰 문제다. 특히나 사극에서.

장항준 감독 너무 호감이고, 응원하지만
이게 그 정돈 절대 아니지..",이것 재밌 나 몰카 당하 영화 인물 인물 안 보이 우리 익히 알 배우 보이 이거 크 문제 특히 사극 장항준 감독 호감 응원 이것 정도 절대 아니,Friday,0.1706840793841572,2.0,긍정,1
2026-06-14,0.5,"내용도 없고 싸구려 유머, 감정 자극만 범벅",내용 없 싸구려 유머 감정 자극 범벅,Sunday,0.0,0.0,중립,0
2026-06-14,5.0,"역사에서 간단히 다뤄진 단종의 이야기를 색다룬 관점에서 풀어낸 이야기, 배우들의 연기력으로 높은 평점을 줄 수 있는 영화",역사 간단히 다루 지 단종 이야기 색 다루 관점 풀어내 이야기 배우 연기력 높 평점 주 있 영화,Sunday,0.1984456660479547,0.0,중립,0
2026-06-10,2.5,1689만명에 난 포함 안되어있다.,만 명 나 포함 안 되 있,Wednesday,0.0,0.0,중립,0
2026-06-10,5.0,박지훈의 눈동자만 봐도 주룩주룩,박 지훈 눈동자 보 주룩주룩,Wednesday,0.0,0.0,중립,0
2026-06-09,4.5,재밌게 봤으나 4점 정도가 적당,재밌 보 점 정도 적당,Tuesday,0.0,0.0,중립,0
2026-06-05,4.5,"충이란 무엇이길래 자신의 목숨을 기꺼이 내줄 수 있는 것일까..
이홍위는 그 어린 나이에 그렇게 큰 짐을 혼자서 짊어지고 얼마나 힘들었을까 어린 왕의 가슴 아픈 이야기가 아닐까싶다",충 무엇 자신 목숨 기꺼이 내주 있 이홍위 어리 나이 그렇 크 짐 혼자 짊어지 얼마나 힘들 어리 왕 가슴 아프 이야기 아니 싶,Friday,0.1,-3.0,부정,2
2026-06-01,1.0,"마케팅과, 존버의 승리",마케팅 존버 승리,Monday,0.0,2.0,긍정,1
2026-05-31,3.5,개인적으로 역사에 관심을 가지게 해주는 영화는 다 좋아해서 잘봄,개인 역사 관심 가지 하 주 영화 다 좋 하 잘 보,Sunday,0.1396861576707047,1.0,긍정,1
2026-05-29,5.0,마음을 울리는 몰입감 있는 영화,마음 울리 몰입 있 영화,Friday,0.1,0.0,중립,0
2026-05-25,2.5,변주 없이 너무 뻔하고 울고 예쁜,변주 없이 뻔하 울 예쁘,Monday,0.0,0.0,중립,0
2026-05-25,4.0,한명회 고얀놈 -2026-05-25,한명회 고얀 놈,Monday,0.0,0.0,중립,0
2026-05-25,2.5,"좋게 줘서 별 2개 반. 천만이나 볼 정도로 영화 보는 눈이 이렇게 낮아진건가? 유지태 연기 겁나 어색하고, 호랑이는 기겁했으며, 신파가 어마무시하다. 마을 잔치 씬은 참...",좋 주 별 개 반 천만 보 정도 영화 보 눈 이렇 낮 지 유지태 연기 겁나 어색 호랑이 기겁 신파 무시 마을 잔치 씬 참,Monday,0.1413068542326407,0.0,중립,0
2026-05-25,2.0,"초반 유해진원툴, 서사에비해 너무나 가벼운 연출 배우들 연기로 땜빵하려는 영화처럼 느껴졌다.  
한국영화에 물음표 띄우게되는 천만영화는 많으니까",초반 유해진 원 투 서사 비하 너무나 가볍 연출 배우 연기 땜 빵 영화 느끼 지 한국 영화 물음표 띄우 되 천만 영화 많,Monday,0.2046916054404635,0.0,중립,0
2026-05-23,4.5,저런 왕이라면 같이 살고 싶다,저런 왕 같이 살 싶,Saturday,0.0,0.0,중립,0
2026-05-21,4.5,17세 라는 것에 눈물이 차오름.. 영화가 뭔가 숏츠같은 전환 같달까? 오히려 지루하지 않고 시간이 훌쩍 지나감,세 눈물 차오르 영화 뭐 숏츠 같 전환 같 하 오히려 지루 않 시간 훌쩍 지나가,Thursday,0.1,-2.0,부정,2
2026-05-21,2.0,기대가컸나..유해진의똥꼬힘연기는 피로했고 내용은 진부했다.,기대 크 유해진의똥꼬힘연기 피로 내용 진부,Thursday,0.0,0.0,중립,2
2026-05-19,3.0,전형적인 천만영화,전형 천만 영화,Tuesday,0.1,0.0,중립,0
2026-05-13,5.0,"여러분의 12살때를 기억하는가
그 어린나이에 왜 이런일을 겪어야하는지  너무나도 원통합니다",여러분 살 때 기억 어리 나이 왜 이런 일 겪 하 너무나 원통,Wednesday,0.0,1.0,긍정,1
2026-05-12,2.5,"단종과 마을 사람들의 가족놀이, 달려온 서사에 비해 과한 애틋함, 흙탕물 속에서도 빛나는 유해진 연기",단종 마을 사람 가족 놀이 달려오 서사 비하 과하 애틋 흙탕물 속 빛나 유해진 연기,Tuesday,0.1985339572565318,0.0,중립,0
2026-05-11,3.0,감정 표현에 공을 들인 것이 보이나 여전히 싱겁다,감정 표현 공 들이 보이 여전히 싱겁,Monday,0.0,0.0,중립,0
2026-05-10,4.5,"배우들의 연기가 너무 좋고 오랜만에 마음이 요동치는 영화를 봤음 . 
다만 스토리에 아쉬움이 있고 후반으로 갈수록 급작스럽게 감정선을 끌어올리며 전개되서 내가 그 모든 감정들을 다 따라 잡기 어려웠음 
그러나 스토리의 부족함을 배우들의 연기력으로 끌고 나가 결국 마지막에 눈물을 흘리게 만듬",배우 연기 좋 오랜만 마음 요동치 영화 보 다만 스토리 아쉬움 있 후반 급작스럽 감정 선 끌어올리 전개 나 모든 감정 다 따르 잡 어렵 그러나 스토리 부족 배우 연기력 끌 나가 결국 마지막 눈물 흘리 만드,Sunday,0.1598721418219894,-3.0,부정,3
2026-05-09,4.5,"결말을 거의 알지만 즐거운 마을 분위기가 좋고 흐뭇했다. 사람 사는 냄새가 나서 좋았고, 어린 나이에 너무 많은 것을 짊어져야 했을 이홍위가 안타까웠다.",결말 거의 알 즐겁 마을 분위기 좋 흐뭇 사람 사 냄새 나 좋 어리 나이 많 짊어지 하 이홍위 안타깝,Saturday,0.1,0.0,중립,0
2026-05-08,2.0,영화 좀 본사람들은 형편없는 그냥 평범한 영화 연출인지 알텐데,영화 보 사람 형편없 그냥 평범 영화 연출 알 터,Friday,0.1712042575589704,0.0,중립,0
2026-05-05,4.0,배우 분들 연기력에 몰입할 수 있었어요,배우 분 연기력 몰입 있,Tuesday,0.1,0.0,중립,0
2026-05-04,3.0,"희미했던 역사에서 느낀 기시감에

헐겁지만 정겨운 바느질

두 뜨개바늘의 열정적인 노력

그대로 헐거웠다면 좋았겠지만

결국 묶어버렸고, 달궈버렸다",희미 역사 느끼 기시감 헐겁 정겹 바느질 두 뜨개 바늘 열정 노력 그대로 헐겁 좋 결국 묶 버리 달구 버리,Monday,0.1,1.0,긍정,1
2026-05-04,3.5,오랜만에 잘만든 웰메이드 한국영화,오랜만 잘 만들 웰 메이드 한국 영화,Monday,0.1,1.0,긍정,1
2026-05-04,3.0,"차갑게 식어간 왕을 뜨거운 눈시울로 안장하는 각본, 눈치 없이 산통 깨는 연출.

역사적 사실에 상상력을 가미한 이야기 자체는 흥미로웠지만 다 된 밥에 코 빠뜨리는 연출이 참... 유해진의 차력쇼 덕에 살았다.",차갑 식 왕 뜨겁 눈시울 안장 각본 눈치 없이 산통 깨 연출 역사 사실 상상력 가미 이야기 자체 흥미 롭 다 되 밥 코 빠뜨리 연출 참 유해진 차력쇼 덕 살,Monday,0.1625245429139237,3.0,긍정,2
2026-05-04,3.0,이게 재밌냐?,이것 재밌,Monday,0.0,0.0,중립,0
2026-05-04,3.5,"단군은 정태우가 짱이라 생각했는데,,,",단군 정태우 짱 생각,Monday,0.1,0.0,중립,0
2026-05-03,5.0,후반부내내 그냥 눈물밖에 안나옴,후반부 내내 그냥 눈물 안 나오,Sunday,0.0,-1.0,부정,1
2026-05-03,0.5,"과하다 과해 상상력이...시골 촌장쌍놈이  아무리 유배왔다고 임금이었던 사람한테 저리대한다고? ㅋㅋ 어이가 없다...
무지한인간들은 저게 사실인줄 착각하고 받아들인다..ㅉㅉㅉ",과하 과하 상상력 시골 촌장 쌍놈 아무리 유배 오 임금 사람 저리 대하 어이 없 무지 인간 저것 사실 줄 착각 받아들이,Sunday,0.1,-2.0,부정,1
2026-05-03,3.0,무난하게 괜찮았지만 작품의 완성도와 흥행은 별개라는 생각이,무난하 괜찮 작품 완성도 흥행 별개 생각,Sunday,0.1,2.0,긍정,1
2026-05-02,5.0,"제가 영화관에서 오열을 해본건 처음이엿어요,,, 팀왕사남 사랑합니다 ❤️",영화관 오열 하 보 처음 팀왕사남 사랑,Saturday,0.0,2.0,긍정,1
2026-05-02,4.0,나는 안울줄 알았다,나 안 울 줄 알,Saturday,0.0,0.0,중립,0
2026-05-02,5.0,ㅈㄴ 말이 필요없암 ㅋㅋㅋ 개재밋노,말 필요 없 암 개재밋노,Saturday,0.0,0.0,중립,0
2026-05-02,3.0,"<왕과 사는남자>, 이 영화는 당분간, 아니 어쩌면 아주 오랜 시간 한국영화의 역사의 한페이지를 장식 할 것 같다. 영화적인 성취는 다양하고, 그 다양함 중에 가장 민감 한 것은 흥행이라는 타이틀 이기에 1600만이라는 말도 안되는 숫자는 감히 이 영화의 모든 단점들을 상쇄 시키고도 남을정도다.

많은 대중들은 이 영화를 선택했고, 이 영화의 대중성은 충분히 입증됐다. 개인적으로도 잘 만들어진 대중 영화라고 생각한다. 장항준 감독을 인간적으로는 정말 좋아하고 매력적인 인간상이라고 생각하지만 감독으로써의 뛰어난 영화적인 재능 같은 것이 느껴지진 않았다. 이 영화를 썩 재밌고 흥미롭게 봤지만 그 생각에는 큰 변함이 없다.

<왕과 사는 남자> 는 조선의 가장 비극적인 왕으로 알려진 단종에 대한 이야기다. 계유정난을 맞아 왕위가 찬탈 되어 유배되어진 단종, 이홍위가 유배지인 영월에서 벌어지는 이야기다.

그렇지만 이 영화는 조선왕조의 대한 영화들과는 다른 시점으로 진행된다. 단종의 역사에서 가장 민감하고 중요한 계유정난의 이야기 보다는 유배되어진 곳에서의 생활을 영화적인 상상들로 채워 넣는다. 덕분에 영화는 기존 조선 사극과는 완전하게 다른, 궁궐 장면 같은 것은 전혀 등장하지 않고 영월의 주변 인물들을 중심으로 진행된다. 당연하게도 그 주변인물들 속에 스며드는 어린 단종의 모습이 영화적인 포커스를 맞추고, 그 중앙에 엄흥도 라는 인물을 부각 시키면서 영화적인 상상들을 꿰어 넣는다.

결국 영화는 역사적인 결말을 알고 있는 상황에서 그 과정들에 대한 중요성을 인식하고 엄흥도와 단종, 두 캐릭터에 한껏 힘을 보탠다. 그래서 영화는 이 두 캐릭터의 역할이 중추적인 성공 요인으로 작용되고, 이 두 캐릭터를 연기하는 유해진과 박지훈의 모습이 영화적인 성취에 가장 중요한 역할이 됐다.

결과적으로 1600만명라는 사람들이 보게 된 것은 다양한 요인들이 있겠지만 이 두 역할을 소화해 낸 두 배우에게 1차적인 공을 돌려서 어색하지 않을 만큼 멋진 모습을 보여준다. 특히, 유해진 배우야 이미 충분히 보여줬고 자신의 역할에 딱 맞는 옷을 입어 완벽한 엄흥도의 모습을 보여주면서 영화의 핵심적인 역할을 하는 것은 어찌보면 당연하게 느껴질 정도지만, 신인이라고 할 수 있는 박지훈 배우가 보여주는 어린 단종의 모습은 이 영화에서 가장 강렬하게 다가오는 것을 부인 할 수 없다. 영화 개봉 된 후로 이어지는 박지훈 배우에 대한 노골적인 칭찬은 괜한 미디어의 떠벌림이 아니라, 충분히 그럴만한 기사였다고 느껴진다.

<왕과 사는 남자> 영화적인 완성도는 다소 아쉽지만, 그럼에도 두 배우의 열연과, 이 믿기지 않을 흥행은 이 모든 것들을 상쇄시킨다. 감히 이 영화에 대한 불호의 이야기를 선뜻 하기가 쉽지 않을정도로 말이다. 그만큼 대중성의 기준으로는 쉽고, 착하고, 감동적인 것들을 잘 버무렸고, 그런 모든 것들을 조율한 장항준 감독의 대중성에도 박수를 보낸다.

장항준 감독의 영화라면 전혀 궁금할 것 같지 않았는데 이 영화를 보고 난 후에는 다음 영화에 대한 기대감까지 생기는 걸 보니 결론적으로 결과, 아니 흥행은 상업영화에서 그만큼 중요하다는 걸 새삼 느낀다.",왕 사 남자 영화 당분간 어쩌면 아주 오랜 시간 한국 영화 역사 페이지 장식 같 영화 성취 다양 다양 중 가장 민감 흥행 타이틀 만 말 안 되 숫자 감히 영화 모든 단점 상쇄 남 정도 많 대중 영화 선택 영화 대중 충분히 입증 개인 잘 만들 지 대중 영화 생각 장항준 감독 인간 좋아하 매력 인간상 생각 감독 뛰어나 영화 재능 같 느끼 지 않 영화 썩 재밌 흥미 롭 보 생각 크 변하 없 왕 사 남자 조선 가장 비극 왕 알려지 단종 대하 이야기 계유정난 맞 왕위 찬탈 유배 지 단종 이홍위 유배지 영월 벌어지 이야기 그렇지만 영화 조선 왕조 대한 영화 다르 시점 진행 단종 역사 가장 민감 중요 계유정난 이야기 유배 지 곳 생활 영화 상상 채우 넣 덕분 영화 기존 조선 사극 완전 다른 궁궐 장면 같 전혀 등장 않 영월 주변 인물 중심 진행 당연 주변 인물 속 스미 어리 단종 모습 영화 포커스 맞추 중앙 엄흥도 인물 부각 영화 상상 꿰 넣 결국 영화 역사 결말 알 있 상황 과정 대하 중요 인식 엄 흥 단종 두 캐릭터 한껏 힘 보태 그래서 영화 두 캐릭터 역할 중추 성공 요인 작용 두 캐릭터 연기 유해진 박 지훈 모습 영화 성취 가장 중요 역할 되 결과 만 명 하 사람 보 되 다양 요인 있 두 역할 소화 내 두 배우 차 공 돌리 어색 않 만큼 멋지 모습 보이 주 특히 유해진 배우 이미 충분히 보이 주 자신 역할 딱 맞 옷 입 완벽 엄 흥 모습 보이 주 영화 핵심 역할 하 어찌 보 당연 느끼 지 정도 신인 하 있 박지훈 배우 보이 주 어리 단종 모습 영화 가장 강렬 다가오 부인 없 영화 개봉 되 후 이어지 박지훈 배우 대하 노골 칭찬 괜 미디어 떠벌리 아니 충분히 그렇 만 기사 느끼 지 왕 사 남자 영화 완성도 다소 아쉽 그렇 두 배우 열연 믿기 않 흥행 모든 상쇄 감히 영화 대하 불 호 이야기 선뜻 하 쉽 않 정도 말 그만큼 대중 기준 쉽 착하 감동 잘 버무리 그런 모든 조율 장항준 감독 대중 박수 보내 장항준 감독 영화 전혀 궁금 같 않 영화 보 나 후 다음 영화 대하 기대감 생기 보 결론 결과 흥행 상업 영화 그만큼 중요 새삼 느끼,Saturday,0.1920693720988187,19.0,긍정,15
2026-05-02,5.0,덕분에 온가족이 한 영화를 같이보게된 고마운 영화.눈물샘 지점이 다르긴해도 간만에 몰입하고 재밌게본 수작!!,덕분 온 가족 영화 같이 보 되 고맙 영화 눈물샘 지점 다르 하 간만에 몰입 재밌 보 수작,Saturday,0.1,0.0,중립,0
2026-05-02,4.0,"이 영화가 가장 영리한 지점은 바로 시각의 전환입니다. 대부분의 단종 관련 콘텐츠가 궁궐에서 펼쳐지는 권력 다툼에 집중했다면, 이 작품은 그 모든 게 끝나고 난 뒤, 산골 오지에 덩그러니 놓인 소년 왕의 하루하루를 카메라에 담습니다. 영화의 제목 그대로 ""왕과 사는 남자""이지, ""왕을 모시는 남자""가 아닌 이유가 여기에 있습니다. 수직적 충성이 아니라 같은 공간을 공유하는 인간적 관계를 보여주겠다는 감독의 의도가 제목 한 줄에 다 담겨 있어요.

유해진의 연기는 역시 기대를 저버리지 않습니다. 마을 사람들을 먹여살리기 위해 계산적으로 움직이다가, 어느 순간 자신도 모르게 이 소년이 신경 쓰여지는 엄흥도의 감정 변화를 자연스럽게 끌고 갑니다. 박지훈이 연기한 이홍위 역시 아이돌 출신이라는 선입견을 완전히 날려버립니다. 꼿꼿하면서도 무너지는 어린 왕의 내면을 절제된 눈빛으로 표현해냈고, 특히 후반부의 감정선이 강렬하게 남습니다. ""밥""을 매개로 두 사람이 서서히 마음을 열어가는 장면들은 이 영화에서 가장 따뜻한 순간들이에요.

올 로케이션 촬영으로 담아낸 영월·문경·평창의 풍경도 빼놓을 수 없습니다. 척박하지만 고요한 산골의 계절감이 이야기의 쓸쓸함과 정확하게 맞물리면서 영화의 정서를 완성시킵니다.",영화 가장 영리 지점 바로 시각 전환 대 부분 단종 관련 콘텐츠 궁궐 펼쳐지 권력 다툼 집중 작품 모든 끝나 나 뒤 산골 오지 덩그렇 놓이 소년 왕 하루하루 카메라 담 영화 제목 그대로 왕 사 남자 왕 모시 남자 아니 이유 여기 있 수직 충성 아니 같 공간 공유 인간 관계 보이 주 감독 의도 제목 줄 다 담기 있 유해진 연기 역시 기대 저버리 않 마을 사람 먹이 살리 위하 계산 움직이 어느 순간 자신 모르 소년 신경 쓰이 지 엄 흥 감정 변화 자연 스럽 끌 박지훈 연기 이홍위 역시 아이돌 출신 선입견 완전히 날리 버리 꼿꼿 무너지 어리 왕 내면 절제 눈빛 표현 내 특히 후반부 감정 선 강렬 남 밥 매개 두 사람 서서히 마음 열 장면 영화 가장 따뜻 순간 올 로케이션 촬영 담아내 영월 문경 평창 풍경 빼놓 없 척박 고요 산골 계절 이야기 쓸쓸 정확 맞물리 영화 정서 완성,Saturday,0.2286384915109178,2.0,긍정,4
2026-05-01,3.5,다소 부족하게 느껴지는 개연성과 당위성을 배우의 힘으로 메우는 영화,다소 부족 느끼 지 개연 당위 배우 힘 메우 영화,Friday,0.140976537461733,-1.0,부정,1
2026-05-01,3.0,"기존의 정치적 암투 중심에서 벗어나 유배지에서의 생활과 단종이 겪는 심리적 고립감, 그리고 단종을 바라보는 백성의 시선을 그린 점이 마음에 든다. 영화관표 범티 CG 궁금.",기존 정치 암투 중심 벗어나 유배지 생활 단종 겪 심리 고립감 그리고 단종 바라보 백성 시선 그리 점 마음 영화관 표 범 티 궁금,Friday,0.1,-1.0,부정,1
2026-05-01,3.0,흥도와 단종 간 의리의 뿌리는 인간을 향한 연민과 공감. 박지훈의 연기에서 '사도' 속 유아인의 향기가 났다.,흥 단 종 간 의리 뿌리 인간 향하 연민 공감 박지훈 연기 사도 속 유아인 향기 나,Friday,0.1,-1.0,부정,1
2026-05-01,3.0,"장항준 감독에 기대한 것보다는 좀 괜찮았다.
유지태, 유해진 외 다들 연기도 좋았고.
내용이 좀 너무 무난하게 클리셰 전개인데다,
대사나 신분차에 대한 고증도 너무 대충한게 느껴지고,
특히 클라이맥스에서 너무 개연성 없이 신파 전개에만 집중한 것도 
오히려 몰입 깨지게 해서 별로였다.
전체적으로, 이 정도 관객 동원을 할 정도의 영화로는 좀 많이 모자란 영화.",장항준 감독 기대 괜찮 유지 태 유해진 외 다 연기 좋 내용 무난하 클리셰 전개 데 대사 신분 차 대하 고증 대충 하 느끼 지 특히 클라이맥스 개연 없이 신파 전개 집중 오히려 몰입 깨지 하 별로 전체 정도 관객 동원 하 정도 영화 많이 모자라 영화,Friday,0.1677168331818584,1.0,긍정,1
2026-05-01,1.0,역사적 사실이긴 한데..  재미는 없다~!,역사 사실 하 재미 없,Friday,0.1,2.0,긍정,1
2026-05-01,2.5,결국 많이 팔리는 건 장인의 독특한 수제품이 아니라 어디서 많이 본듯한 공산품.,결국 많이 팔리 장인 독특 제품 아니 어디 많이 보 듯 공산품,Friday,0.1,0.0,중립,0
2026-04-30,3.0,역사적인 배경에서 오는 잔잔하지만 큰 울림,역사 배경 오 잔잔 크 울림,Thursday,0.1,0.0,중립,0
2026-04-29,0.5,천만까지 갈 수준인가? X,천 만 수준,Wednesday,0.0,0.0,중립,0
2026-04-29,3.0,"술픈 역사와 배우들의 연기와 전국적 열기로 만들어진 두쫀쿠를 한 알 먹은 느낌.
뒷맛이 몹시 슬프다. 그것은 사실이다.",술 프 역사 배우 연기 전국 열기 만들 지 두쫀쿠 알 먹 느낌 뒷맛 몹시 슬프 그것 사실,Wednesday,0.1723312656450407,0.0,중립,0
2026-04-29,3.0,한명회 죽었는데 또 죽어라,한명회 죽 또 죽,Wednesday,0.0,0.0,중립,0
2026-04-27,4.5,"개봉 시기가 좋았다고 생각하며 그정돈 아니다라고 말할 수 있는 수준은
광해, 극한직업, 아바타 등 수작들과 비교했을 때 정도이지 괜찮습니다.
OTT로 한번은 더",개봉 시기 좋 생각 정도 아니 말 있 수준 광 극한 직업 아바타 수작 비교 때 정도 괜찮 번,Monday,0.1411028790271374,0.0,중립,0
2026-04-26,3.0,역사를 알고 보면 다르게 보이는 영화다.,역사 알 보 다르 보이 영화,Sunday,0.1396861576707047,0.0,중립,0
2026-04-24,4.0,다른 시대극 영화들보단 못하지만 볼만하다.,다른 시대극 영화 못 하 보 만,Friday,0.1,0.0,중립,1
2026-04-20,2.0,이 영화와 역사를 분리해서 볼 필요는 있음. 그것이 역사에 대한 평가든 영화에 대한 평가든.,영화 역사 분리 보 필요 있 그것 역사 대하 평가 영화 대하 평가,Monday,0.1396861576707047,0.0,중립,0
2026-04-20,4.0,배우들 연기가 어마어마,배우 연기 어마어마,Monday,0.141311923758918,0.0,중립,0
2026-04-20,2.0,소재와 프로덕션을 뺀 모든 것이 낡았다,소재 프로덕션 빼 모든 낡,Monday,0.0,0.0,중립,0
2026-04-19,3.5,"척박하여 조정조차 삶을 몰랐던 영월의 삶을 단종으로 치료하며, 그 안에 저도 있습니까.",척박하 조정 삶 모르 영월 삶 단종 치료 안 있,Sunday,0.1,0.0,중립,0
2026-04-19,5.0,유해진이 대단하다고 생각함 무조건 상주세요 내가 진짜 최고,유해진 대단 생각 무조건 상 주 나 최고,Sunday,0.1404813678592376,2.0,긍정,1
2026-04-19,5.0,모든 배우들의 연기가 완벽했다,모든 배우 연기 완벽,Sunday,0.141311923758918,0.0,중립,0
2026-04-18,3.0,연기 잘하는 배우들을 만나는 것도 감독의 운.,연기 잘 배우 만나 감독 운,Saturday,0.141311923758918,2.0,긍정,2
2026-04-17,1.5,볼 만한 영화인건 맞지만 이런 열풍이 일어날 정도인지 몰랐다.,보 만 영화 맞 이런 열풍 일어나 정도 모르,Friday,0.1,0.0,중립,0
2026-04-17,5.0,"간만에 삼박자가 잘 맞는 영화가 나왔다. 
연기,연출,대본 이 모든 것이 최고였다.",간만에 삼박자 잘 맞 영화 나오 연기 연출 대본 모든 최고,Friday,0.1712306855387894,3.0,긍정,2
2026-04-16,5.0,어린 왕의 삶이  가슴 저리게 느껴진 영화,어리 왕 삶 가슴 저리 느끼 지 영화,Thursday,0.1,0.0,중립,0
2026-04-16,5.0,이 영화를 사랑 해요,영화 사랑,Thursday,0.1,2.0,긍정,1
2026-04-15,5.0,후반부에 너무 슬퍼서 감정조절하기 힘들만큼 감동적이고 재밌었습니다!!!,후반부 슬프 감정 조절 힘들 만큼 감동 재밌,Wednesday,0.0,0.0,중립,2
